source,expression,target,evidence,config_gates
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,Schedule,,src/orchestration/research_schedule.py:70,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,ScheduleActionStartWorkflow,,src/orchestration/research_schedule.py:71,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,ScheduleSpec,,src/orchestration/research_schedule.py:82,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,SchedulePolicy,,src/orchestration/research_schedule.py:86,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,ScheduleState,,src/orchestration/research_schedule.py:87,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,ResearchScheduleInput,src/orchestration/research_workflow.py::ResearchScheduleInput,src/orchestration/research_schedule.py:73,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,str,,src/orchestration/research_schedule.py:75,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,str,,src/orchestration/research_schedule.py:76,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,str,,src/orchestration/research_schedule.py:84,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,int,,src/orchestration/research_schedule.py:83,bool(row['schedule_enabled'])
src/orchestration/research_schedule.py::ResearchScheduleManager.reconcile_once,int,,src/orchestration/research_schedule.py:83,bool(row['schedule_enabled'])
src/orchestration/research_workflow.py::ResearchWorkflowInput,dataclass,,src/orchestration/research_workflow.py:22,
src/orchestration/research_workflow.py::ResearchIterationInput,dataclass,,src/orchestration/research_workflow.py:32,
src/orchestration/research_workflow.py::ResearchScheduleInput,dataclass,,src/orchestration/research_workflow.py:47,
src/orchestration/research_workflow.py,RetryPolicy,,src/orchestration/research_workflow.py:73,
src/orchestration/research_workflow.py,timedelta,,src/orchestration/research_workflow.py:74,
src/orchestration/research_workflow.py,timedelta,,src/orchestration/research_workflow.py:76,
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,request.validate,src/orchestration/research_workflow.py::ResearchScheduleInput.validate,src/orchestration/research_workflow.py:87,
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,cast,,src/orchestration/research_workflow.py:102,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,request.validate,src/orchestration/research_workflow.py::ResearchWorkflowInput.validate,src/orchestration/research_workflow.py:111,
src/orchestration/research_workflow.py::ResearchWorkflowInput.validate,ApplicationError,,src/orchestration/research_workflow.py:29,self.schema_version != RESEARCH_WORKFLOW_SCHEMA_VERSION or not self.run_id
src/orchestration/research_workflow.py::ResearchIterationInput.validate,ApplicationError,,src/orchestration/research_workflow.py:44,"self.schema_version != RESEARCH_WORKFLOW_SCHEMA_VERSION or not self.run_id or self.iteration not in (1, 2, 3)"
src/orchestration/research_workflow.py::ResearchScheduleInput.validate,ApplicationError,,src/orchestration/research_workflow.py:61,self.schema_version != RESEARCH_WORKFLOW_SCHEMA_VERSION or not self.account_id or (not self.task_id) or (self.schedule_version < 1)
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:88,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,range,,src/orchestration/research_workflow.py:125,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,ResearchIterationInput,src/orchestration/research_workflow.py::ResearchIterationInput,src/orchestration/research_workflow.py:126,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,gap.get,,src/orchestration/research_workflow.py:160,"gap.get('sufficient', False)"
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,timedelta,,src/orchestration/research_workflow.py:98,
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,timedelta,,src/orchestration/research_workflow.py:99,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:117,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:152,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:169,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:178,
src/orchestration/research_workflow.py::ResearchTaskScheduleWorkflow.run,workflow.info,,src/orchestration/research_workflow.py:95,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,workflow.execute_activity,,src/orchestration/research_workflow.py:139,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:121,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:122,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:156,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:157,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:173,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:174,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:182,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:183,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:143,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:144,
src/orchestration/research_workflow.py::ResearchReportWorkflow.run,timedelta,,src/orchestration/research_workflow.py:146,
src/orchestration/scheduler.py,logging.getLogger,,src/orchestration/scheduler.py:27,
src/orchestration/scheduler.py::ScheduledTask,field,,src/orchestration/scheduler.py:33,
src/orchestration/scheduler.py::ScheduledTask,field,,src/orchestration/scheduler.py:37,
src/orchestration/scheduler.py::ScheduledTask,field,,src/orchestration/scheduler.py:39,
src/orchestration/scheduler.py::ScheduledTask.from_dict,cls,src/orchestration/scheduler.py::ScheduledTask,src/orchestration/scheduler.py:54,
src/orchestration/scheduler.py::TaskScheduler.__init__,Path,,src/orchestration/scheduler.py:83,
src/orchestration/scheduler.py::TaskScheduler.__init__,data_dir.mkdir,,src/orchestration/scheduler.py:84,
src/orchestration/scheduler.py::TaskScheduler.__init__,threading.Lock,,src/orchestration/scheduler.py:88,
src/orchestration/scheduler.py::TaskScheduler.register_handler,logger.info,,src/orchestration/scheduler.py:97,
src/orchestration/scheduler.py::TaskScheduler._save,asyncio.get_running_loop,,src/orchestration/scheduler.py:144,
src/orchestration/scheduler.py::TaskScheduler._save,self._file.with_suffix,,src/orchestration/scheduler.py:145,
src/orchestration/scheduler.py::TaskScheduler.schedule,logger.info,,src/orchestration/scheduler.py:166,
src/orchestration/scheduler.py::TaskScheduler.cancel,logger.info,,src/orchestration/scheduler.py:180,
src/orchestration/scheduler.py::TaskScheduler.load,self._file.exists,,src/orchestration/scheduler.py:103,not self._file.exists()
src/orchestration/scheduler.py::TaskScheduler.load,logger.info,,src/orchestration/scheduler.py:104,not self._file.exists()
src/orchestration/scheduler.py::TaskScheduler.load,asyncio.get_running_loop,,src/orchestration/scheduler.py:108,
src/orchestration/scheduler.py::TaskScheduler.load,json.loads,,src/orchestration/scheduler.py:112,
src/orchestration/scheduler.py::TaskScheduler.load,logger.info,,src/orchestration/scheduler.py:131,
src/orchestration/scheduler.py::TaskScheduler._save._write,os.replace,,src/orchestration/scheduler.py:155,
src/orchestration/scheduler.py::TaskScheduler._save,loop.run_in_executor,,src/orchestration/scheduler.py:157,
src/orchestration/scheduler.py::TaskScheduler.schedule,self._save,src/orchestration/scheduler.py::TaskScheduler._save,src/orchestration/scheduler.py:165,
src/orchestration/scheduler.py::TaskScheduler.cancel,self._tasks.get,,src/orchestration/scheduler.py:175,
src/orchestration/scheduler.py::TaskScheduler.cancel,self._save,src/orchestration/scheduler.py::TaskScheduler._save,src/orchestration/scheduler.py:179,
src/orchestration/scheduler.py::TaskScheduler.list_by_filter,self._tasks.values,,src/orchestration/scheduler.py:201,
src/orchestration/scheduler.py::TaskScheduler.list_by_filter,results.sort,,src/orchestration/scheduler.py:213,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,time.time,,src/orchestration/scheduler.py:231,
src/orchestration/scheduler.py::TaskScheduler._cron_next,datetime.fromtimestamp,,src/orchestration/scheduler.py:296,
src/orchestration/scheduler.py::TaskScheduler._cron_next,croniter,,src/orchestration/scheduler.py:297,
src/orchestration/scheduler.py::TaskScheduler._cron_next,cron.get_next,,src/orchestration/scheduler.py:298,
src/orchestration/scheduler.py::ScheduledTask,str,,src/orchestration/scheduler.py:33,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:55,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:56,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:57,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:58,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:59,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:60,
src/orchestration/scheduler.py::ScheduledTask.from_dict,d.get,,src/orchestration/scheduler.py:61,
src/orchestration/scheduler.py::TaskScheduler.load,loop.run_in_executor,,src/orchestration/scheduler.py:109,
src/orchestration/scheduler.py::TaskScheduler.load,isinstance,,src/orchestration/scheduler.py:113,"not isinstance(data, list)"
src/orchestration/scheduler.py::TaskScheduler.load,logger.warning,,src/orchestration/scheduler.py:114,"not isinstance(data, list)"
src/orchestration/scheduler.py::TaskScheduler.load,ScheduledTask.from_dict,src/orchestration/scheduler.py::ScheduledTask.from_dict,src/orchestration/scheduler.py:119,
src/orchestration/scheduler.py::TaskScheduler.load,logger.warning,,src/orchestration/scheduler.py:136,
src/orchestration/scheduler.py::TaskScheduler.load,logger.warning,,src/orchestration/scheduler.py:139,
src/orchestration/scheduler.py::TaskScheduler._save._write,open,,src/orchestration/scheduler.py:148,
src/orchestration/scheduler.py::TaskScheduler._save._write,json.dump,,src/orchestration/scheduler.py:149,
src/orchestration/scheduler.py::TaskScheduler.list_by_filter,param_filters.items,,src/orchestration/scheduler.py:207,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,asyncio.sleep,,src/orchestration/scheduler.py:229,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,list,,src/orchestration/scheduler.py:235,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._tasks.get,,src/orchestration/scheduler.py:270,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._handlers.get,,src/orchestration/scheduler.py:273,
src/orchestration/scheduler.py::TaskScheduler._cron_next,logger.warning,,src/orchestration/scheduler.py:300,
src/orchestration/scheduler.py::ScheduledTask,uuid.uuid4,,src/orchestration/scheduler.py:33,
src/orchestration/scheduler.py::TaskScheduler.list_by_filter,results.append,,src/orchestration/scheduler.py:212,match
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._tasks.values,,src/orchestration/scheduler.py:235,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._handlers.get,,src/orchestration/scheduler.py:241,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,triggered_ids.append,,src/orchestration/scheduler.py:266,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,logger.info,,src/orchestration/scheduler.py:278,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._save,src/orchestration/scheduler.py::TaskScheduler._save,src/orchestration/scheduler.py:288,triggered_ids
src/orchestration/scheduler.py::TaskScheduler._save._write,t.to_dict,,src/orchestration/scheduler.py:150,
src/orchestration/scheduler.py::TaskScheduler.list_by_filter,task.params.get,,src/orchestration/scheduler.py:208,task.params.get(key) != val
src/orchestration/scheduler.py::TaskScheduler.poll_loop,logger.warning,,src/orchestration/scheduler.py:243,handler is None
src/orchestration/scheduler.py::TaskScheduler.poll_loop,self._cron_next,src/orchestration/scheduler.py::TaskScheduler._cron_next,src/orchestration/scheduler.py:252,task.cron_expr
src/orchestration/scheduler.py::TaskScheduler.poll_loop,handler,,src/orchestration/scheduler.py:277,
src/orchestration/scheduler.py::TaskScheduler.poll_loop,logger.error,,src/orchestration/scheduler.py:283,
